latitude,longitude,datetime
52.36016822863275,4.874459195813529,2019-11-05 17:11:51+01:00
52.3765955475676,4.902620378298707,2019-11-05 15:12:43+01:00
52.37525461042692,4.891274818034162,2019-11-05 16:31:57+01:00
52.36131505095611,4.92343022859211,2019-11-05 10:14:23+01:00
52.3596819216126,4.922602466614762,2019-11-05 10:34:22+01:00
52.37773516659509,4.901719156069703,2019-11-05 15:14:23+01:00
52.36977722718392,4.911416927453502,2019-11-05 17:59:00+01:00
52.36392933540587,4.919321149716552,2019-11-05 10:07:57+01:00
52.369298845218175,4.888805529878937,2019-11-05 16:40:08+01:00
52.37912935992716,4.900267124176025,2019-11-05 15:16:49+01:00
52.37710641490644,4.90228778438086,2019-11-05 15:13:26+01:00
52.36298575009672,4.9200291875612265,2019-11-05 10:09:25+01:00
52.37085788461165,4.889202496813141,2019-11-05 16:38:04+01:00
52.36548497100241,4.922075165823685,2019-11-05 10:52:22+01:00
52.36662977463145,4.887978031045577,2019-11-05 16:44:36+01:00
52.36088621902554,4.920895803098347,2019-11-05 10:28:27+01:00
52.364563873146174,4.88338102092348,2019-11-05 16:49:10+01:00
52.37231364421411,4.88957966193675,2019-11-05 16:36:08+01:00
52.36049777962515,4.9187043432480095,2019-11-05 10:43:33+01:00
52.36048782592933,4.924608758957902,2019-11-05 10:32:02+01:00
52.370386248247534,4.889084479616486,2019-11-05 16:38:41+01:00
52.36109861068415,4.868493962964408,2019-11-05 17:02:40+01:00
52.3605848283532,4.919887292508747,2019-11-05 10:27:33+01:00
52.3586730417645,4.917497338188923,2019-11-05 10:38:48+01:00
52.35920506601309,4.872313428601615,2019-11-05 17:08:14+01:00
52.36898222465506,4.913505393878495,2019-11-05 09:56:22+01:00
52.37894601237946,4.898134980441796,2019-11-05 15:18:33+01:00
52.36843427661034,4.89660881533564,2019-11-05 17:40:52+01:00
52.37137094923278,4.907176718854316,2019-11-05 17:53:35+01:00
52.36885776026308,4.9139667338290565,2019-11-05 09:56:46+01:00
52.36742245026877,4.889726831323287,2019-11-05 16:42:50+01:00
52.36732171234949,4.919016267741881,2019-11-05 10:55:55+01:00
52.36064519952299,4.91668732206881,2019-11-05 10:41:47+01:00
52.36397424290085,4.882554900546893,2019-11-05 16:50:11+01:00
52.36849091580457,4.9150396174350135,2019-11-05 09:57:45+01:00
52.36700617269488,4.895696864270576,2019-11-05 17:38:50+01:00
52.371330661513454,4.908563503448363,2019-11-05 15:03:33+01:00
52.36089572831334,4.923795009018136,2019-11-05 10:15:00+01:00
52.36043686208168,4.868064809522025,2019-11-05 17:03:36+01:00
52.36925205664048,4.912863148793804,2019-11-05 11:01:28+01:00
52.36847794774523,4.915148522342406,2019-11-05 10:59:23+01:00
52.36977062561465,4.897917733334907,2019-11-05 17:42:55+01:00
52.362027513659655,4.887407473954113,2019-11-05 17:27:32+01:00
52.372601420827465,4.908273824874755,2019-11-05 15:05:40+01:00
52.36064506654615,4.886130742463024,2019-11-05 17:25:26+01:00
52.369076253236585,4.897231087827095,2019-11-05 17:41:51+01:00
52.36025194572435,4.880766324433239,2019-11-05 17:20:40+01:00
52.36324797440709,4.920157998929199,2019-11-05 10:09:04+01:00
52.358945026534585,4.877102807934534,2019-11-05 17:17:10+01:00
52.378110793250194,4.90052751088308,2019-11-05 15:15:28+01:00
52.368970375288576,4.913662447080242,2019-11-05 11:00:44+01:00
52.37475808977211,4.904574794473433,2019-11-05 15:09:46+01:00
52.3770975783873,4.893886361362206,2019-11-05 15:22:47+01:00
52.35873062967473,4.917384370162381,2019-11-05 10:22:23+01:00
52.37081876512938,4.909582296487315,2019-11-05 17:55:57+01:00
52.3669822277799,4.919331878552612,2019-11-05 10:01:47+01:00
52.37717764227817,4.888808727264404,2019-11-05 15:27:48+01:00
52.36052726364406,4.917041373658776,2019-11-05 10:42:06+01:00
52.37609548667958,4.891975485407784,2019-11-05 16:30:42+01:00
52.3714037011906,4.905470833920845,2019-11-05 17:51:52+01:00
52.36750841529792,4.918104316676818,2019-11-05 10:56:41+01:00
52.37121834235107,4.909035125848277,2019-11-05 17:55:16+01:00
52.3601405681479,4.924791149170915,2019-11-05 10:32:30+01:00
52.36624760054816,4.887082522641322,2019-11-05 16:45:28+01:00
52.37025294014047,4.9118628947685465,2019-11-05 15:00:30+01:00
52.35865672718239,4.876137212689173,2019-11-05 17:16:18+01:00
52.36870179372205,4.914332999333965,2019-11-05 11:00:06+01:00
52.37084036413225,4.904258475446113,2019-11-05 17:50:39+01:00
52.3773988564155,4.894487176181542,2019-11-05 15:22:10+01:00
52.36121381525073,4.92180775416341,2019-11-05 10:29:18+01:00
52.35986550648487,4.9170574669128655,2019-11-05 10:40:30+01:00
52.368229015768826,4.915851261104308,2019-11-05 10:58:44+01:00
52.36618258418296,4.92150393000793,2019-11-05 10:53:24+01:00
52.37600607790983,4.903242650790162,2019-11-05 15:11:48+01:00
52.35992107361426,4.923755816491166,2019-11-05 10:33:23+01:00
52.36413898282995,4.9196859301425775,2019-11-05 10:07:33+01:00
52.367349084767305,4.918849080929931,2019-11-05 10:01:10+01:00
52.36923115238693,4.912723204441477,2019-11-05 09:55:40+01:00
52.3715871117057,4.9079706527227245,2019-11-05 17:54:17+01:00
52.36082069948903,4.924168098096516,2019-11-05 10:31:29+01:00
52.36433368541031,4.920228558722783,2019-11-05 10:50:16+01:00
52.36671363412523,4.920072168240722,2019-11-05 10:02:28+01:00
52.36037521844422,4.916429503753079,2019-11-05 10:24:45+01:00
52.361216772568746,4.92219641244526,2019-11-05 10:13:23+01:00
52.3599718940749,4.92368772065754,2019-11-05 10:16:58+01:00
52.35991924983156,4.87343995638787,2019-11-05 17:09:52+01:00
52.36360175931414,4.91963228596228,2019-11-05 10:08:27+01:00
52.3721373386814,4.901619181775459,2019-11-05 17:47:48+01:00
52.36492810980948,4.921356333807694,2019-11-05 10:51:27+01:00
52.36120071144836,4.923663842801716,2019-11-05 10:30:51+01:00
52.358828913591736,4.919261916472806,2019-11-05 10:20:49+01:00
52.36970732851614,4.911553001335733,2019-11-05 11:02:41+01:00
52.37607583759523,4.892373595477807,2019-11-05 15:24:36+01:00
52.3769141907551,4.889702115298974,2019-11-05 15:27:00+01:00
52.36515325593473,4.891943081973295,2019-11-05 17:33:54+01:00
52.3606336496408,4.9243743661653525,2019-11-05 10:15:34+01:00
52.36455827469368,4.920576423535522,2019-11-05 10:06:39+01:00
52.3631370179605,4.880431704948705,2019-11-05 16:52:13+01:00
52.36707168305912,4.8940875388616405,2019-11-05 17:37:32+01:00
52.36363595179781,4.919161039534856,2019-11-05 10:48:58+01:00
52.37416077727063,4.890116103739729,2019-11-05 16:33:40+01:00
52.36277012599511,4.875007271412869,2019-11-05 16:57:00+01:00
52.37810114839712,4.896847520114648,2019-11-05 15:20:04+01:00
52.361371060576126,4.9229235531136055,2019-11-05 10:30:13+01:00
52.376442619061024,4.890902601801827,2019-11-05 16:29:44+01:00
52.363418067841,4.9198445639344754,2019-11-05 10:48:21+01:00
52.361642644001954,4.920597815872384,2019-11-05 10:11:21+01:00
52.37059144546891,4.8986580230230174,2019-11-05 17:44:09+01:00
52.37087213113543,4.910462507430907,2019-11-05 15:01:52+01:00
52.36243859676681,4.920005496475369,2019-11-05 10:47:04+01:00
52.36770283683413,4.917282670865234,2019-11-05 09:59:49+01:00
52.36068437843596,4.882268361481579,2019-11-05 17:22:00+01:00
52.36838543376655,4.888750507241866,2019-11-05 16:41:21+01:00
52.36130026014357,4.886903218659313,2019-11-05 17:26:30+01:00
52.35943644154942,4.877649978573572,2019-11-05 17:17:57+01:00
52.36375897932164,4.889006070526989,2019-11-05 17:30:09+01:00
52.35934266195841,4.873386312207572,2019-11-05 17:09:07+01:00
52.35912187045687,4.917298854721821,2019-11-05 10:39:24+01:00
52.35919218915605,4.920544171692086,2019-11-05 10:19:41+01:00
52.36052859020241,4.874534297665946,2019-11-05 17:11:00+01:00
52.36206120993344,4.872350170099139,2019-11-05 16:59:20+01:00
52.36007649976396,4.871101070126883,2019-11-05 17:06:40+01:00
52.369466977365214,4.9121331184582,2019-11-05 09:55:06+01:00
52.35939706243712,4.921386541260517,2019-11-05 10:35:25+01:00
52.37844826501287,4.897373233081567,2019-11-05 15:19:27+01:00
52.376678405537504,4.893188987018334,2019-11-05 15:23:34+01:00
52.36250092626412,4.919868255020333,2019-11-05 10:10:04+01:00
52.35987192560536,4.879382304581554,2019-11-05 17:19:27+01:00
52.37679629830369,4.89007648142524,2019-11-05 16:28:56+01:00
52.35941496339385,4.921638512970162,2019-11-05 10:18:46+01:00
52.36059278361568,4.919648480821252,2019-11-05 10:44:19+01:00
52.37528862781035,4.903630656900191,2019-11-05 15:10:48+01:00
52.36799762805924,4.916499465832885,2019-11-05 09:59:05+01:00
52.365421859076406,4.890408858416777,2019-11-05 17:32:37+01:00
52.3719473801431,4.899816737317451,2019-11-05 17:46:09+01:00
52.36166154987763,4.870665742837787,2019-11-05 17:00:46+01:00
52.37633782466734,4.891257796527611,2019-11-05 15:25:33+01:00
52.371730667743655,4.889515288920393,2019-11-05 16:36:54+01:00
52.36537628850408,4.885097687970301,2019-11-05 16:47:25+01:00
52.37120718907928,4.899205193662056,2019-11-05 17:45:04+01:00
52.37776057849962,4.8956995346562735,2019-11-05 15:21:05+01:00
52.36685906243487,4.888750507241866,2019-11-05 16:43:55+01:00
52.36460054112308,4.9207877054965365,2019-11-05 10:50:50+01:00
52.36092193609508,4.921230817199898,2019-11-05 10:12:31+01:00
52.37097038804573,4.909411081497069,2019-11-05 15:02:43+01:00
52.36521309259099,4.921715749815689,2019-11-05 10:51:55+01:00
52.363084605009135,4.876165985707303,2019-11-05 16:55:59+01:00
52.36194393924342,4.920520480606228,2019-11-05 10:46:18+01:00
52.367613230642405,4.917439128841124,2019-11-05 10:57:14+01:00
52.36006727221664,4.916933759047879,2019-11-05 10:24:11+01:00
52.37133819725064,4.903764948987373,2019-11-05 17:49:53+01:00
52.36159522706679,4.920560431886315,2019-11-05 10:45:51+01:00
52.36029794297834,4.91769046824038,2019-11-05 10:42:42+01:00
52.366783436729776,4.893304333829292,2019-11-05 17:36:48+01:00
52.37646881762054,4.892770562412011,2019-11-05 15:24:00+01:00
52.35945137332315,4.917041047408475,2019-11-05 10:23:22+01:00
52.36696140618319,4.919472243274413,2019-11-05 10:55:19+01:00
52.36957304017742,4.911949968269937,2019-11-05 11:02:19+01:00
52.364839984179696,4.9210592211582025,2019-11-05 10:06:07+01:00
52.358606136399374,4.918392880751981,2019-11-05 10:21:34+01:00
52.360168456168765,4.924588942886544,2019-11-05 10:16:12+01:00
52.3703143756063,4.912125030633433,2019-11-05 17:58:06+01:00
52.36237702407994,4.873633980397244,2019-11-05 16:58:13+01:00
52.36294635204089,4.919925030204922,2019-11-05 10:47:44+01:00
52.36139292387423,4.869453384363055,2019-11-05 17:01:48+01:00
52.36046039468145,4.918811305358304,2019-11-05 10:26:40+01:00
52.36525271808982,4.92186388386267,2019-11-05 10:05:17+01:00
52.35852233913746,4.918130339516438,2019-11-05 10:38:16+01:00
52.36370700479203,4.878693633507055,2019-11-05 16:53:48+01:00
52.36588450524201,4.921911625778193,2019-11-05 10:52:54+01:00
52.3657169539056,4.886009639035365,2019-11-05 16:46:34+01:00
52.36780240544872,4.889319135553023,2019-11-05 16:42:14+01:00
52.37052495496855,4.911245712463256,2019-11-05 15:01:06+01:00
52.35977938807861,4.874940547385222,2019-11-05 17:12:30+01:00
52.36667315913429,4.920250083888732,2019-11-05 10:54:35+01:00
52.358658962566,4.874329003729827,2019-11-05 17:13:42+01:00
52.36641111473048,4.920926000560485,2019-11-05 10:53:57+01:00
52.37045193695653,4.911255994912608,2019-11-05 17:57:23+01:00
52.3716853670255,4.90308903231562,2019-11-05 17:49:11+01:00
52.37412604515472,4.90559579088756,2019-11-05 15:08:36+01:00
52.36751285922449,4.917958587536987,2019-11-05 10:00:25+01:00
52.37707138020078,4.88932546290107,2019-11-05 16:28:14+01:00
52.35976855145457,4.871884275159232,2019-11-05 17:07:25+01:00
52.362088166646494,4.920351052643014,2019-11-05 10:10:44+01:00
52.35816753890497,4.873942765631682,2019-11-05 17:14:25+01:00
52.36114470161242,4.92068364656086,2019-11-05 10:12:00+01:00
52.36191707065795,4.8717171687716245,2019-11-05 16:59:52+01:00
52.35947568840242,4.916880430115498,2019-11-05 10:39:58+01:00
52.36272382659156,4.887997559937389,2019-11-05 17:28:34+01:00
52.36627470927227,4.921316713223632,2019-11-05 10:03:37+01:00
52.36824001048172,4.915705531964477,2019-11-05 09:58:22+01:00
52.358807363238014,4.91907447708968,2019-11-05 10:37:25+01:00
